date,open,high,low,close,volume,split_ratio,dividend,daily_return,rolling_volatility_ann,var_95_threshold,qlib_momentum_5d,qlib_mean_reversion_20d,qlib_vol_normalized_return,target_forward_return_5d
2025-02-25,1111.2249755859375,1128.199951171875,1106.925048828125,1125.199951171875,1285668,0.0,0.0,0.01351107967908538,0.20883697758388167,-0.018586519780975086,-0.012442233031932926,0.9933312254180519,0.06469677539118164,-0.023729072458692824
2025-02-27,1130.0999755859375,1140.9000244140625,1125.0,1139.0999755859375,1502006,0.0,0.0,0.012353381636380112,0.2094429502275305,-0.018586519780975086,-0.032152577284676576,0.9825454452319436,0.05898208095874834,-0.03379861366443815
2025-02-28,1130.5,1135.0,1092.5,1094.824951171875,3687132,0.0,0.0,-0.03886842714686922,0.24601461735369284,-0.018586519780975086,0.007809512213777348,1.0194586269342876,-0.15799234202033224,0.02228669011237394
2025-03-03,1094.125,1100.0,1075.4000244140625,1092.7750244140625,1043550,0.0,0.0,-0.0018723785529534132,0.1877560145024446,-0.018586519780975086,0.01345194650633319,1.0181304193816518,-0.009972401993039826,0.028756995772906135
2025-03-04,1080.0,1082.050048828125,1059.0,1073.25,2085044,0.0,0.0,-0.017867377985264277,0.19205084837219827,-0.018586519780975086,0.034428093335080456,1.0326787714466137,-0.09303461664637266,0.048870208406126325
2025-03-05,1055.0,1104.675048828125,1055.0,1098.5,1693328,0.0,0.0,0.023526671325413417,0.214015235646433,-0.018586519780975086,0.024305827193331853,1.006610143537352,0.1099298849217546,-0.000682749203459232
2025-03-06,1093.5,1108.199951171875,1085.1500244140625,1100.5999755859375,2514922,0.0,0.0,0.0019116755447770029,0.21365826114488942,-0.018586519780975086,0.03498092027441979,1.003604867506681,0.008947350994339116,-0.0042022534095893516
2025-03-07,1100.5,1123.0,1095.625,1119.2249755859375,1051212,0.0,0.0,0.016922588054832932,0.21029477721085002,-0.018586519780975086,-0.021800821949392812,0.9868815624825833,0.08047079187876238,-0.028635821623828273
2025-03-10,1119.5999755859375,1137.0,1077.550048828125,1124.199951171875,1013160,0.0,0.0,0.004445018378305132,0.21031687624378026,-0.018586519780975086,-0.027953147236000953,0.9830324104186072,0.02113486205360073,-0.03293444578533822
2025-03-11,1120.4000244140625,1136.2249755859375,1116.875,1125.699951171875,957110,0.0,0.0,0.00133428221415266,0.2089229475350148,-0.018586519780975086,-0.04659318952379243,0.9823965373540379,0.006386479637734588,-0.029936886056353362
2025-03-12,1124.5,1127.050048828125,1095.824951171875,1097.75,717178,0.0,0.0,-0.02482895299300547,0.22678142103431045,-0.018586519780975086,0.0006832156684126733,1.0074094594678746,-0.10948406525069075,0.011865201014859883
2025-03-13,1101.050048828125,1105.875,1092.050048828125,1095.9749755859375,584340,0.0,0.0,-0.001616965988670005,0.2232700365948579,-0.018586519780975086,0.004219986863776004,1.0089999840725792,-0.007242198464732372,0.035082984647191395
2025-03-17,1087.7750244140625,1101.675048828125,1078.0,1087.175048828125,820010,0.0,0.0,-0.008029313582737396,0.22500163571256793,-0.018586519780975086,0.029480005811722165,1.017093553906306,-0.03568557713126497,0.0410237299264844
2025-03-18,1087.175048828125,1087.175048828125,1087.175048828125,1087.175048828125,0,0.0,0.0,0.0,0.22353217908737114,-0.018586519780975086,0.03405606335765299,1.0165991533030365,0.0,0.03702255680295985
2025-03-19,1103.25,1106.699951171875,1090.074951171875,1092.0,845086,0.0,0.0,0.004438062828130418,0.22207658506661063,-0.018586519780975086,0.03086076114640557,1.011363309643644,0.019984378933760427,0.027220673613495894
2025-03-20,1102.0,1114.375,1090.574951171875,1110.7750244140625,953748,0.0,0.0,0.017193245800423584,0.2278685211554976,-0.018586519780975086,-0.011726068850830718,0.9942494776343543,0.07545248004732565,0.009227791204080127
2025-03-21,1120.449951171875,1137.5,1115.9749755859375,1134.425048828125,1585274,0.0,0.0,0.021291462172133402,0.2392511182873077,-0.018586519780975086,-0.03389388596620546,0.9749299811367655,0.088992107684296,-0.007977652501127142
2025-03-24,1136.550048828125,1144.300048828125,1130.0250244140625,1131.7750244140625,861902,0.0,0.0,-0.0023360066112785294,0.23740819899936358,-0.018586519780975086,-0.03940710355313559,0.9784674239910021,-0.009839620209951508,-0.01305473622879405
2025-03-25,1130.0,1140.0,1115.0999755859375,1127.425048828125,1484284,0.0,0.0,-0.0038434984799117222,0.23808975638193194,-0.018586519780975086,-0.03570082112494921,0.9831274349367997,-0.016143064602559064,-0.019580080525204657
2025-03-26,1127.449951171875,1134.925048828125,1120.050048828125,1121.7249755859375,1066938,0.0,0.0,-0.005055833421576228,0.23882967990150922,-0.018586519780975086,-0.026499343629583172,0.9886369401548846,-0.02116919979111977,0.0009806107645617956
2025-03-27,1120.0999755859375,1134.0,1112.625,1121.0250244140625,1731172,0.0,0.0,-0.0006239953527907849,0.2387850669866185,-0.018586519780975086,-0.009143417655067432,0.989068019958105,-0.0026132091697914335,0.008964944170684719
2025-03-28,1121.5250244140625,1143.9749755859375,1121.5250244140625,1125.375,1432302,0.0,0.0,0.003880355470397445,0.23450109351978715,-0.018586519780975086,0.008041807244807186,0.9846351237955403,0.01654728021384352,-0.0007775186049094884
2025-04-01,1130.949951171875,1143.925048828125,1109.050048828125,1117.0,2040110,0.0,0.0,-0.00744196378984785,0.2314876987944533,-0.018586519780975086,0.013227416664335356,0.9930102998055618,-0.03214841871563838,0.01853173784411366
2025-04-02,1115.0,1115.0,1074.0,1105.3499755859375,2601704,0.0,0.0,-0.01042974432771937,0.1898199794514541,-0.018586519780975086,0.01997111659633921,1.0040451232227137,-0.054945447831176636,0.060682204481554924
2025-04-03,1099.0250244140625,1124.5250244140625,1097.5,1122.824951171875,635716,0.0,0.0,0.015809450374913325,0.1967631765310566,-0.018586519780975086,-0.0009796501091193788,0.9906263650795342,0.08034760289073689,0.051544098605572186
2025-04-04,1117.0,1141.4000244140625,1108.625,1131.074951171875,1183470,0.0,0.0,0.007347538894098893,0.18472754187442073,-0.018586519780975086,-0.008885288059292673,0.9848407892018858,0.03977500280572012,0.04674756517701839
2025-04-07,1080.0,1128.675048828125,1080.0,1124.5,1474570,0.0,0.0,-0.00581301103438181,0.17016718472489764,-0.018586519780975086,0.000778123610493564,0.9916618486254307,-0.03416058567445663,0.05971545079062923
2025-04-08,1127.5,1141.4749755859375,1115.625,1137.699951171875,1747016,0.0,0.0,0.01173850704479773,0.17406757271731763,-0.018586519780975086,-0.018194561009300614,0.9809682213742047,0.06743649139921037,0.06205511179246259
2025-04-09,1141.5999755859375,1181.300048828125,1136.0999755859375,1172.425048828125,3706748,0.0,0.0,0.03052219314985627,0.19431254884331928,-0.018586519780975086,-0.05721054263488412,0.9539703655763242,0.157077820041819,0.023263663951066382
2025-04-11,1172.8499755859375,1186.0,1161.0250244140625,1180.699951171875,2236634,0.0,0.0,0.007057937180735774,0.19488852057803943,-0.018586519780975086,-0.04901753399969022,0.9496136180310483,0.03621525166104917,0.01943768458651074
2025-04-15,1190.699951171875,1190.699951171875,1172.800048828125,1183.949951171875,1561748,0.0,0.0,0.0027526045010626277,0.1948518790333095,-0.018586519780975086,-0.04465982700338322,0.9506472371454218,0.014126650322553846,0.027661642257414742
2025-04-16,1173.5,1195.050048828125,1173.5,1191.6500244140625,1354424,0.0,0.0,0.006503715156680467,0.1678926752859948,-0.018586519780975086,-0.05635045780079628,0.9485188430195174,0.03873733477787785,0.020937314363034476
2025-04-17,1186.0,1211.5999755859375,1179.300048828125,1208.300048828125,1815842,0.0,0.0,0.013972243589093436,0.17002904325127874,-0.018586519780975086,-0.058429276506875794,0.9404607353475726,0.08217562423549138,-0.0012828343668680464
2025-04-21,1200.5,1210.5,1195.25,1199.699951171875,953130,0.0,0.0,-0.007117518255991828,0.169195483092652,-0.018586519780975086,-0.022734769904014462,0.9518921764088555,-0.04206683124883387,0.002750728484152587
2025-04-22,1202.5,1210.0,1195.0,1203.6500244140625,975908,0.0,0.0,0.003292550973540642,0.16841230820955794,-0.018586519780975086,-0.019067064991220906,0.9534062854673503,0.019550535308490158,-0.008225002461892394
2025-04-23,1209.6500244140625,1220.949951171875,1200.0,1216.699951171875,1165112,0.0,0.0,0.010841961112546095,0.1696421135274677,-0.018586519780975086,-0.026917071845409812,0.9475333207721403,0.06391078399104462,-0.018574814245837845
2025-04-24,1217.5,1257.5,1189.5,1216.5999755859375,4674476,0.0,0.0,-8.216946654859836e-05,0.16475944588598684,-0.018586519780975086,-0.02050793331625589,0.9509884223841599,-0.0004987238280603417,-0.04167347705843649
2025-04-25,1213.449951171875,1217.5999755859375,1193.6500244140625,1206.75,2256568,0.0,0.0,-0.008096314140721206,0.15809911568658033,-0.018586519780975086,0.0012844821447068888,0.9618572531463643,-0.051210366316456056,-0.03534288329319457
2025-04-28,1200.0,1209.199951171875,1193.0,1203.0,1961052,0.0,0.0,-0.003107520198881275,0.15844905982206678,-0.018586519780975086,-0.00274318273327101,0.9679966648320605,-0.01961210755210441,-0.020573566084787998
2025-04-29,1203.0,1203.0,1179.5999755859375,1193.75,1952120,0.0,0.0,-0.007689110556940992,0.16106722243286078,-0.018586519780975086,0.008293214168848095,0.9785141269224477,-0.0477385154062675,-0.020565485929319394
2025-04-30,1187.5,1203.199951171875,1182.1500244140625,1194.0999755859375,2040862,0.0,0.0,0.0002931732657067698,0.15884117823418917,-0.018586519780975086,0.018926368016084938,0.9812871706971542,0.0018457005324999632,-0.019889456901082347
2025-05-02,1187.5,1192.4000244140625,1163.5,1165.9000244140625,1265148,0.0,0.0,-0.023616072145079325,0.18355039021049568,-0.018586519780975086,0.043485676396100015,1.0067597677449807,-0.12866260230430662,-0.002744723539907068
2025-05-05,1174.449951171875,1176.0,1161.8499755859375,1164.0999755859375,1827594,0.0,0.0,-0.0015439135349788469,0.18378737432955822,-0.018586519780975086,0.03663776763898219,1.0103395423406567,-0.008400541422420919,0.023881152316090448
2025-05-06,1168.5,1187.0999755859375,1165.0,1178.25,1742026,0.0,0.0,0.012155334344835955,0.18407487231905223,-0.018586519780975086,0.02100572883513685,1.0012995864994432,0.0660347256056773,0.005813686047899447
2025-05-07,1165.5,1178.0,1163.6500244140625,1169.199951171875,1353304,0.0,0.0,-0.007680924106195586,0.18185440352506846,-0.018586519780975086,0.020997305724755444,1.0110332168660836,-0.04223666589833289,0.013684571218090857
2025-05-08,1164.0,1175.050048828125,1157.550048828125,1170.3499755859375,2693092,0.0,0.0,0.0009835994372988655,0.17557280485685134,-0.018586519780975086,0.02029307514456047,1.011717660284368,0.005602230835683858,0.02452264180876207
2025-05-09,1151.0,1174.5,1145.8499755859375,1162.699951171875,1816458,0.0,0.0,-0.006536527170201811,0.17686135212510734,-0.018586519780975086,0.0027522777815223165,1.020017017612268,-0.03695848031283415,0.035864861953557536
2025-05-12,1179.9000244140625,1194.5,1173.0,1191.9000244140625,801500,0.0,0.0,0.025114022936663094,0.19276228977262544,-0.018586519780975086,-0.023324144860045193,0.9973015486921659,0.1302849310590638,0.010067958515144193
2025-05-13,1190.0,1194.9000244140625,1171.0,1185.0999755859375,2333552,0.0,0.0,-0.0057052174585430215,0.19209254457045635,-0.018586519780975086,-0.005780082463127778,1.0035587807553898,-0.029700357056006786,-0.004936271796854186
2025-05-14,1182.5,1189.5999755859375,1176.6500244140625,1185.199951171875,1203066,0.0,0.0,8.436046578097489e-05,0.16171296179362374,-0.018586519780975086,-0.013499831808278295,1.0036639685954232,0.0005216678961823468,0.009365590713427574
2025-05-15,1185.0,1207.449951171875,1170.75,1199.050048828125,1928224,0.0,0.0,0.011685874305475297,0.16481888773796335,-0.018586519780975086,-0.023935675804556356,0.992700423654875,0.0709013011605868,-0.015178743589539967
2025-05-16,1207.300048828125,1207.300048828125,1188.3499755859375,1204.4000244140625,1369102,0.0,0.0,0.004461845100766304,0.16518182367025463,-0.018586519780975086,-0.03462310893133236,0.9888201322766204,0.027011717945166373,0.002324748174240998
2025-05-19,1202.0,1211.050048828125,1198.0999755859375,1203.9000244140625,845862,0.0,0.0,-0.0004151444618604172,0.1639412834709269,-0.018586519780975086,-0.009967605080696273,0.9890480655267826,-0.002532275139905727,0.019187619501195963
2025-05-20,1209.9000244140625,1209.9000244140625,1177.1500244140625,1179.25,1555350,0.0,0.0,-0.020475142382408107,0.17162211596613694,-0.018586519780975086,0.004960759453837227,1.008855198368269,-0.11930362863846643,0.04341738492421032
2025-05-21,1179.25,1199.0,1179.25,1196.300048828125,1350296,0.0,0.0,0.014458383572715672,0.17824127553389152,-0.018586519780975086,-0.009278690297742198,0.994169477015007,0.08111691704538619,0.011033980300180879
2025-05-22,1192.5,1192.5,1170.0,1180.8499755859375,2161612,0.0,0.0,-0.012914881393946365,0.18315754149560043,-0.018586519780975086,0.015412688841490274,1.0056590758092991,-0.07051241561425105,0.031036986214846518
2025-05-23,1178.0,1212.0,1176.050048828125,1207.199951171875,1154460,0.0,0.0,0.02231441430386849,0.19622793341017197,-0.018586519780975086,-0.002319356255021776,0.9833188716949147,0.11371680259230484,-0.007538084786288923
2025-05-26,1207.199951171875,1232.449951171875,1202.699951171875,1227.0,1248708,0.0,0.0,0.016401631568079722,0.20458912774457438,-0.018586519780975086,-0.01882638597060926,0.9682762786442415,0.08016863333456561,-0.019437632914374503
2025-05-27,1225.050048828125,1241.0,1216.0999755859375,1230.449951171875,1584098,0.0,0.0,0.0028116961465973755,0.20230138830562092,-0.018586519780975086,-0.04161075476748355,0.9666768569678544,0.013898550233200503,-0.028241701311706557
2025-05-28,1226.050048828125,1228.3499755859375,1208.0,1209.5,1447242,0.0,0.0,-0.017026252186789326,0.21140643380549506,-0.018586519780975086,-0.01091356029092605,0.9840719234849757,-0.0805380000737081,-0.00888797023563459
2025-05-29,1210.699951171875,1219.9000244140625,1203.25,1217.5,1862596,0.0,0.0,0.006614303431169866,0.21036470238294366,-0.018586519780975086,-0.030102689457135567,0.9785667290971508,0.03144207674493107,-0.013839815676334744
2025-05-30,1217.5,1228.5,1195.25,1198.0999755859375,2134920,0.0,0.0,-0.01593431163372694,0.21842933447153096,-0.018586519780975086,0.0075953390963781064,0.9957557921248804,-0.07294950077462574,0.008763876315801555
2025-06-02,1200.0,1207.9000244140625,1195.5,1203.1500244140625,2052718,0.0,0.0,0.004215047935090199,0.20066970055882005,-0.018586519780975086,0.019822944023587086,0.9931990761149955,0.021004903646655183,0.0037401819462967723
2025-06-03,1207.8499755859375,1213.199951171875,1191.0,1195.699951171875,1468888,0.0,0.0,-0.006192139875337399,0.2022199242661207,-0.018586519780975086,0.029062475051489622,1.0001171188995723,-0.030620818357049634,0.016726604346181118
2025-06-04,1194.199951171875,1201.9000244140625,1192.449951171875,1198.75,1174082,0.0,0.0,0.002550847999229111,0.19845757742758435,-0.018586519780975086,0.008967674661105374,0.9988049991038843,0.012853365962437168,0.00905107452424403
2025-06-05,1202.5,1204.5,1190.25,1200.6500244140625,1467916,0.0,0.0,0.0015850047249739152,0.19599229870159982,-0.018586519780975086,0.014034044262115852,0.9984862122517659,0.008087076148417131,-0.006538104715209103
2025-06-06,1201.949951171875,1211.449951171875,1195.0,1208.5999755859375,1004606,0.0,0.0,0.006621372598359487,0.1968353546238688,-0.018586519780975086,-0.00868773805403189,0.9938172435884551,0.03363914107107845,-0.016713512808141484
2025-06-09,1212.5,1213.6500244140625,1200.5,1207.6500244140625,678874,0.0,0.0,-0.000785993042416222,0.1948359970871821,-0.018586519780975086,-0.0037262451116029105,0.9952510843702799,-0.004034126207813931,-0.010557694482874802
2025-06-10,1207.6500244140625,1219.449951171875,1204.449951171875,1215.699951171875,1351562,0.0,0.0,0.0066657778289023195,0.17675828714223807,-0.018586519780975086,-0.01645142782207154,0.9899194237501825,0.037711258462386876,-0.02854318710667547
2025-06-11,1221.25,1225.0,1204.0,1209.5999755859375,1751374,0.0,0.0,-0.005017665403422522,0.17644537511304403,-0.018586519780975086,-0.008969887404868482,0.995920155962589,-0.028437498664007747,-0.032407367694337386
2025-06-12,1213.5,1214.050048828125,1183.1500244140625,1192.800048828125,2717158,0.0,0.0,-0.013888828618464966,0.18387571463381502,-0.018586519780975086,0.006581132850933091,1.0096851500979696,-0.0755337804711541,-0.02795950393279667
2025-06-13,1181.0,1190.0,1173.4000244140625,1188.4000244140625,829756,0.0,0.0,-0.0036888197803021106,0.1796161867867151,-0.018586519780975086,0.016997602454472016,1.0127503126998834,-0.020537233536251705,-0.006900095147869489
2025-06-16,1185.050048828125,1197.5,1182.550048828125,1194.9000244140625,532308,0.0,0.0,0.0054695387634351444,0.17999083483226017,-0.018586519780975086,0.010670348765163151,1.0068645675422514,0.03038787205278358,-0.012846242591269985
2025-06-17,1190.050048828125,1193.449951171875,1176.5,1181.0,1531068,0.0,0.0,-0.01163279281116314,0.1842140603132832,-0.018586519780975086,0.029381838418183648,1.018789158626495,-0.06314823179022026,0.001608826768892957
2025-06-18,1181.949951171875,1182.050048828125,1162.699951171875,1170.4000244140625,1308554,0.0,0.0,-0.008975423866162124,0.17272665928931905,-0.018586519780975086,0.03349278054868443,1.0269095779615114,-0.05196316181566723,0.027170135077306146
2025-06-19,1170.4000244140625,1170.4000244140625,1155.0,1159.449951171875,1474774,0.0,0.0,-0.00935583818675112,0.1666785064742636,-0.018586519780975086,0.028763723369467087,1.0356850614231266,-0.056131038268484534,0.04851438386206075
2025-06-20,1169.050048828125,1199.0,1159.449951171875,1180.199951171875,22941194,0.0,0.0,0.017896417158004718,0.1739577862126024,-0.018586519780975086,0.006948037266096607,1.0163320145077708,0.10287792526488795,0.04164550622566887
2025-06-23,1186.5,1199.449951171875,1175.449951171875,1179.550048828125,1297744,0.0,0.0,-0.0005506713867465818,0.15393267217901288,-0.018586519780975086,0.013013416091320229,1.0148806297174113,-0.003577351988879072,0.04501714500261511
2025-06-24,1187.5,1191.800048828125,1178.8499755859375,1182.9000244140625,1100860,0.0,0.0,0.0028400453115708935,0.1411928402807083,-0.018586519780975086,-0.0016062426027961818,1.009996597634525,0.020114653864728584,0.018725187215237638
2025-06-25,1186.0,1214.449951171875,1186.0,1202.199951171875,2300288,0.0,0.0,0.016315771713144134,0.1538192325721507,-0.018586519780975086,-0.02645144572399516,0.9934786608453617,0.10607107043509874,-0.006820788142506529
2025-06-26,1210.0,1221.800048828125,1201.5999755859375,1215.699951171875,3115098,0.0,0.0,0.011229413199393745,0.1478945191148443,-0.018586519780975086,-0.04626964074957618,0.9823723312368072,0.07592852329698949,-0.017685284908726895
2025-06-27,1224.5,1231.8499755859375,1213.050048828125,1229.3499755859375,2375672,0.0,0.0,0.011228119570873218,0.15120897697943242,-0.018586519780975086,-0.039980498141415244,0.9727356073255098,0.07425563648806455,-0.02680274277157757
2025-06-30,1234.0,1237.800048828125,1221.5,1232.6500244140625,1658010,0.0,0.0,0.0026843851577351696,0.13896428231924338,-0.018586519780975086,-0.043077900891762444,0.9713280098999105,0.01931708579905058,-0.01752320217265646
2025-07-01,1235.0,1235.699951171875,1202.5999755859375,1205.050048828125,1077220,0.0,0.0,-0.02239076383343852,0.16097252873304627,-0.018586519780975086,-0.01838099955732353,0.9939628658285192,-0.13909679259374128,0.0032362990628833632
2025-07-02,1205.25,1206.949951171875,1190.0,1194.0,1475052,0.0,0.0,-0.009169784142053605,0.16276518885250063,-0.018586519780975086,0.006867630797215307,1.0029627303182578,-0.05633749847449485,0.016666687113955136
2025-07-03,1199.949951171875,1204.550048828125,1192.5,1194.199951171875,1263638,0.0,0.0,0.00016746329302774754,0.16250048566444067,-0.018586519780975086,0.01800368521109208,1.0025247406542406,0.0010305401983114865,0.005442974598702355
2025-07-04,1192.449951171875,1198.5,1183.550048828125,1196.4000244140625,790114,0.0,5.0,0.0018422988880786306,0.16253716251865416,-0.018586519780975086,0.027540914827389962,1.0001713259453793,0.01133463108488117,0.004471728081548276
2025-07-07,1199.699951171875,1213.0,1194.0,1211.050048828125,868414,0.0,0.0,0.012245088695344464,0.16659247501394078,-0.018586519780975086,0.017835741476447398,0.9882126681370946,0.0735032477264492,-0.01205573433598206
2025-07-08,1211.050048828125,1217.8499755859375,1203.5,1208.949951171875,711576,0.0,0.0,-0.001734113018931116,0.16669186516008017,-0.018586519780975086,-0.0032258592177200063,0.9896501495700908,-0.010403104634018816,-0.0006616706978126441
2025-07-09,1210.0,1218.25,1207.25,1213.9000244140625,790360,0.0,0.0,0.004094522885243812,0.16565121829477844,-0.018586519780975086,-0.016393462405331127,0.9857916454190851,0.024717733320742768,0.013263016115111048
2025-07-10,1212.5,1218.449951171875,1198.800048828125,1200.699951171875,569850,0.0,0.0,-0.010874102460422197,0.1690847900856564,-0.018586519780975086,-0.005413509006689021,0.9969580629950751,-0.06431153158009177,0.019863495149618826
2025-07-11,1202.0,1214.3499755859375,1198.550048828125,1201.75,741064,0.0,0.0,0.0008745305828488092,0.16170555124379948,-0.018586519780975086,-0.004451820749687974,0.9966423934577829,0.00540816639899169,0.02858329568207818
2025-07-14,1202.6500244140625,1207.3499755859375,1188.5,1196.449951171875,942914,0.0,0.0,-0.004410275704701427,0.1619548352386229,-0.018586519780975086,0.012202848637295594,1.0011221041904772,-0.027231514427390947,0.033306949126637786
2025-07-15,1196.449951171875,1210.0,1190.050048828125,1208.1500244140625,1064608,0.0,0.0,0.009778990947952204,0.16433472751652153,-0.018586519780975086,0.0006621087958016414,0.9925505687739873,0.05950653584102427,0.011256859918976847
2025-07-16,1208.0,1245.0,1203.699951171875,1230.0,2810630,0.0,0.0,0.018085482054709612,0.1687026435607328,-0.018586519780975086,-0.013089411045477672,0.9773414574599848,0.1072033051821491,-0.0030487804878048808
2025-07-17,1229.0,1235.0,1223.050048828125,1224.550048828125,546708,0.0,0.0,-0.004430854611280455,0.1656878158956666,-0.018586519780975086,-0.019476621375397518,0.9843493115794885,-0.026742185717800158,-0.05185578168958349
2025-07-18,1229.5,1238.449951171875,1215.5,1236.0999755859375,899652,0.0,0.0,0.00943197607061097,0.16190535880852966,-0.018586519780975086,-0.027788994631809505,0.9774128489943494,0.058256104414704656,-0.07992875067486294
2025-07-21,1236.449951171875,1239.199951171875,1222.5,1236.300048828125,957974,0.0,0.0,0.00016185846302008144,0.1528920802618083,-0.018586519780975086,-0.032233354430442285,0.9795498268621818,0.0010586451054656874,-0.09839846284028964
2025-07-22,1236.4000244140625,1238.75,1219.0,1221.75,774548,0.0,0.0,-0.011769027140229316,0.16025056468519489,-0.018586519780975086,-0.011131553579650122,0.9928054000888838,-0.07344140364768767,-0.08995295634463885
2025-07-23,1230.0,1234.5,1216.800048828125,1226.25,720228,0.0,0.0,0.0036832412523020164,0.16035115395536914,-0.018586519780975086,0.003058103975535076,0.9901427115188582,0.022969844193505076,-0.09011213047910294
2025-07-24,1226.4000244140625,1237.5,1155.0,1161.050048828125,5372012,0.0,0.0,-0.05317019463557593,0.2411872271373454,-0.018586519780975086,0.054691871434906725,1.0433917177864445,-0.2204519412662697,-0.032040025561115515
2025-07-25,1157.449951171875,1157.449951171875,1133.0,1137.300048828125,3178714,0.0,0.0,-0.02045562120596911,0.24498735598212568,-0.018586519780975086,0.08687234899850393,1.0611337876828881,-0.08349663715908337,0.0008352687339228115
2025-07-28,1137.3499755859375,1149.949951171875,1111.050048828125,1114.6500244140625,1879938,0.0,0.0,-0.019915610165849418,0.24586446630377393,-0.018586519780975086,0.10913741690178513,1.0774032048097006,-0.08100238987450552,0.021576213368366348
2025-07-29,1115.0,1129.050048828125,1109.949951171875,1111.8499755859375,1801922,0.0,0.0,-0.002512043033055966,0.24459715931168846,-0.018586519780975086,0.09884429268988915,1.0759252877191345,-0.010270123076751094,0.01960700571732854
2025-07-30,1115.0,1119.75,1110.8499755859375,1115.75,929698,0.0,0.0,0.0035076894362544575,0.23745678311224597,-0.018586519780975086,0.09903652251848527,1.0686578578380572,0.014771906039328892,0.0008066541914071301
2025-07-31,1112.5,1132.949951171875,1110.5,1123.8499755859375,1346218,0.0,0.0,0.007259668909646022,0.23937104231184292,-0.018586519780975086,0.03310056862597932,1.0578258058720833,0.030328098738474106,-0.005828114873070667
2025-08-01,1123.8499755859375,1143.8499755859375,1121.550048828125,1138.25,1410024,0.0,0.0,0.012813119835282993,0.2452612087602637,-0.018586519780975086,-0.0008345716423237004,1.041888868774709,0.05224274714139571,-0.036679112672962866
2025-08-04,1143.0,1143.300048828125,1129.0,1138.699951171875,812794,0.0,0.0,0.00039530083186911646,0.24501431252335057,-0.018586519780975086,-0.02112051268032633,1.0383002991993122,0.001613378466197392,-0.02959511075520227
2025-08-05,1139.8499755859375,1141.199951171875,1125.050048828125,1133.6500244140625,1135934,0.0,0.0,-0.004434817752135167,0.23934090486205178,-0.018586519780975086,-0.019229963708943254,1.0396043560897488,-0.018529292221897163,-0.03753367257246554
2025-08-06,1135.0,1136.199951171875,1113.050048828125,1116.6500244140625,1127544,0.0,0.0,-0.014995809671319527,0.24282013094752344,-0.018586519780975086,-0.0008060040248821787,1.0510768620436604,-0.06175686091278694,-0.017686830760034522
2025-08-07,1118.0,1123.199951171875,1107.5,1117.300048828125,1014230,0.0,0.0,0.000582120091210836,0.2417089043740659,-0.018586519780975086,0.005862280919688878,1.0467331580013464,0.002408351767738089,-0.024970932779717736
2025-08-08,1122.0,1126.4000244140625,1093.4000244140625,1096.5,1242852,2.0,0.0,-0.018616350057391484,0.24600238058357513,-0.018586519780975086,0.03807569539443678,1.061789793474621,-0.07567548434480313,0.04341083044773142
2025-08-11,1097.0,1108.9000244140625,1087.0,1105.0,1038967,0.0,0.0,0.007751937984496138,0.2489250957587657,-0.018586519780975086,0.03049769336821262,1.049484172838306,0.031141647849729434,0.05104074607607467
2025-08-12,1108.0,1109.5999755859375,1089.0,1091.0999755859375,758197,0.0,0.0,-0.012579207614536236,0.25075048545157935,-0.018586519780975086,0.03899738775566819,1.0574901790510065,-0.05016623234136468,0.09091749194560794
2025-08-13,1091.0999755859375,1100.800048828125,1086.5999755859375,1096.9000244140625,813725,0.0,0.0,0.00531578128302157,0.24806453521219807,-0.018586519780975086,0.018005287228022526,1.0458314196669078,0.021429024766414614,0.07521195930692914
2025-08-14,1099.9000244140625,1103.0,1084.699951171875,1089.4000244140625,941698,0.0,0.0,-0.006837450846084447,0.2341432401963725,-0.018586519780975086,0.02561044959501313,1.0468285138494446,-0.02920199852163143,0.06746832967947869
